node,degree,clustering,pagerank,triangles,avg_neighbor_degree,std_neighbor_degree,label
85,14,0.6483516483516484,0.000182837954537,59,58.07142857142857,82.88155428571744,0
86,6,1.0,0.0001518704333366,15,68.33333333333333,124.65106854290858,0
87,13,0.6410256410256411,0.0001726709411151,50,62.84615384615385,88.01472442708851,0
88,20,0.3368421052631579,0.0002844148119607,64,45.5,72.97225500147299,0
89,8,0.6785714285714286,0.0002288806369282,19,49.875,112.3548369007761,0
90,2,1.0,8.919860362388565e-05,1,175.0,172.0,0
91,8,0.6785714285714286,0.0002373730015265,19,48.375,112.87818378677078,0
92,21,0.7761904761904762,0.0002883115329541,163,35.523809523809526,69.77284165853199,0
93,8,0.8571428571428571,0.0001837707383731,24,54.5,110.68536488623958,0
94,22,0.6666666666666666,0.0002987810478935,154,38.77272727272727,68.53063801765921,0
95,6,0.8666666666666667,0.0001805503589372,13,63.16666666666666,126.94147820507246,0
96,9,0.3888888888888889,0.0001461851283227,14,58.66666666666666,102.54538290706,0
97,3,0.6666666666666666,0.00010958436029,2,119.66666666666669,160.76760314883785,0
98,49,0.5246598639455783,0.0005003246722658,617,48.57142857142857,46.40065094546913,0
99,13,0.6410256410256411,0.0002993734003136,50,36.53846153846154,89.69402294177293,0
100,9,0.6111111111111112,0.000175203777019,22,54.77777777777778,104.94631196503155,0
101,19,0.8304093567251462,0.0002663325820546,142,37.36842105263158,73.14312611248528,0
102,6,1.0,0.0001536353619686,15,67.66666666666667,124.9782203248052,0
103,16,0.55,0.0001881223631174,66,71.1875,76.08565793728802,0
104,32,0.6088709677419355,0.0003464079223992,302,54.34375,56.78006327873808,0
105,14,0.6703296703296703,0.000181335426497,61,64.92857142857143,80.67612878108393,0
106,8,0.4285714285714285,0.0001275482626354,12,66.875,106.27962822196923,0
107,1045,0.0490384791655209,0.0069364209558661,26750,54.985645933014354,53.96428718669799,1
108,13,0.7948717948717948,0.0002000808794352,62,47.23076923076923,87.78746523994435,0
109,37,0.53003003003003,0.0004014722531682,353,51.43243243243244,53.31068578069125,0
110,5,1.0,0.0001557232119629,10,75.2,135.90496679665537,0
111,14,0.5604395604395604,0.000293499317111,51,38.07142857142857,85.91812072774728,0
112,3,1.0,0.0001007554804714,3,122.33333333333331,158.9388421864069,0
113,40,0.5371794871794872,0.0004217680378937,419,51.225,50.97327118206168,0
114,1,0.0,5.259142327621832e-05,0,347.0,0.0,0
115,21,0.5333333333333333,0.0004171974177353,112,30.142857142857142,71.05952281230802,0
116,17,0.6617647058823529,0.0003251861861198,90,35.411764705882355,78.03171212325033,0
117,6,0.4666666666666667,0.0001125019588428,7,78.83333333333333,120.92479297296958,0
118,36,0.5365079365079365,0.000397799995912,338,47.47222222222222,54.83281970940352,0
119,62,0.2871496562665256,0.0007319072593209,543,37.45161290322581,45.04466508075349,0
120,4,0.5,8.991381061339179e-05,3,137.0,129.6688088940436,0
121,12,0.4696969696969697,0.0001719494888046,31,58.333333333333336,88.88975694020593,0
122,63,0.3855606758832565,0.0006605240791011,753,43.98412698412698,44.73466468230028,0
123,18,0.6928104575163399,0.0002085473897771,106,62.77777777777778,71.17236944797824,0
124,4,0.5,0.0001123297405816,3,103.25,141.58102803695132,0
125,4,0.6666666666666666,7.592166875181042e-05,4,145.0,121.74358299310892,0
126,7,0.7619047619047619,0.0001273415703148,16,70.85714285714286,114.50817634116608,0
127,16,0.7333333333333333,0.0002434772095629,88,40.75,80.35662698247108,0
128,28,0.5952380952380952,0.0003067678430282,225,57.32142857142857,58.76044197260881,0
129,7,0.9047619047619048,0.0001235091791114,19,67.28571428571429,114.54345935771563,0
130,16,0.3583333333333333,0.0002300074101712,43,50.5,79.21963140535306,0
131,7,1.0,0.0001734368943524,21,59.71428571428572,117.29537110062208,0
132,16,0.4,0.0002084674125014,48,53.6875,78.54991943821457,0
133,18,0.5882352941176471,0.0002355023780435,90,55.44444444444444,73.64420639671847,0
134,19,0.7076023391812866,0.0002190581739036,121,63.26315789473684,69.67506697843034,0
135,10,1.0,0.0001716312351638,45,48.5,99.545215856916,0
136,133,0.321371610845295,0.0006337403250536,2821,96.84962406015038,78.16297762551808,1
137,16,0.5333333333333333,0.0003304194027641,64,34.1875,81.01559938524186,0
138,2,1.0,7.29339350530321e-05,1,181.5,165.5,0
139,9,0.9722222222222222,0.0001551128418883,35,53.11111111111112,103.92459279522976,0
140,11,0.8909090909090909,0.0002204529838231,49,48.0,94.63614531456784,0
141,28,0.5555555555555556,0.0003120021058476,210,53.46428571428572,59.90974291313866,0
142,43,0.530454042081949,0.0004508863208061,479,48.83720930232558,49.87469425566164,0
143,12,0.6060606060606061,0.0002937990586281,40,37.41666666666666,93.44379623899894,0
144,15,0.7047619047619048,0.0002911632908825,74,38.4,82.6121863488271,0
145,2,1.0,8.919860362388565e-05,1,175.0,172.0,0
146,10,0.4666666666666667,0.0001444305824155,21,72.2,97.80163597813689,0
147,6,0.9333333333333332,0.0001800186713563,14,63.5,126.78820923098488,0
148,20,0.4210526315789473,0.0002462669022138,80,50.9,70.55841551508935,0
149,14,0.7802197802197802,0.0002717075425301,71,39.0,85.55449391219277,0
150,11,0.5636363636363636,0.0001940838932791,31,50.18181818181818,95.19149903013034,0
151,7,0.9047619047619048,0.000153760301658,19,64.71428571428571,115.34632855103833,0
152,5,0.7,0.0001249224414226,7,80.8,133.2627479830729,0
153,2,1.0,6.212683318297321e-05,1,195.0,152.0,0
154,2,1.0,7.932370381914374e-05,1,176.5,170.5,0
155,3,0.6666666666666666,0.0001029840835499,2,122.33333333333331,158.96610400403674,0
156,12,0.5303030303030303,0.0001648389207366,35,68.83333333333333,90.95771300750452,0
157,3,0.6666666666666666,0.0001060017729909,2,118.0,161.9279675246579,0
158,25,0.3566666666666667,0.0002996906273208,107,48.88,64.15937655557447,0
159,14,0.6263736263736264,0.0002046728574167,57,50.285714285714285,84.28644067483603,0
160,2,1.0,6.9467498708458e-05,1,177.5,169.5,0
161,25,0.5466666666666666,0.0002798852018135,164,59.12,62.40469213128127,0
162,8,0.8571428571428571,0.0001696723774625,24,58.0,109.33434958877288,0
163,6,0.5333333333333333,0.0001214385349788,8,77.5,121.88621743248906,0
164,3,0.6666666666666666,7.388101008374698e-05,2,138.0,148.19581640518737,0
165,11,0.6,0.0001491541204521,33,64.36363636363636,90.7276370916349,0
166,4,0.6666666666666666,0.0001090141353446,4,93.75,146.25042734980298,0
167,7,0.9047619047619048,0.0001689000732211,19,58.142857142857146,117.96782681420096,0
168,11,0.6909090909090909,0.0001667144297598,38,56.63636363636363,93.5037896434468,0
169,38,0.4395448079658606,0.0004151646984609,309,51.078947368421055,55.37403038426253,0
170,46,0.4714975845410628,0.0005074088921908,488,47.19565217391305,49.74046535910061,0
171,22,0.2164502164502164,0.000378355466254,50,109.86363636363636,268.13485336072387,1
172,41,0.4597560975609756,0.0004407711556279,377,42.85365853658536,51.289974761208,0
173,12,0.2424242424242424,0.0002209584552612,16,66.91666666666667,109.99958964569925,0
174,4,0.8333333333333334,0.0001303490276387,5,92.25,147.1757028180943,0
175,17,0.4264705882352941,0.0003793293986316,58,32.88235294117647,79.68384761627827,0
176,14,0.7252747252747253,0.0001761851535387,66,69.14285714285714,79.61142877650632,0
177,11,0.7636363636363637,0.0002585099773533,42,41.0,96.82974749528164,0
178,13,0.4615384615384615,0.0001886907284703,36,52.69230769230769,86.7377875379713,0
179,3,0.6666666666666666,0.0001291323675947,2,117.0,162.63455967290594,0
180,20,0.7578947368421053,0.0002767445611013,144,36.7,71.31626742896742,0
181,10,0.8666666666666667,0.0002384926470122,39,42.6,101.47531719585804,0
182,3,0.6666666666666666,0.000115271305276,2,117.66666666666669,162.16315515211488,0
183,2,1.0,6.368961659823045e-05,1,182.5,164.5,0
184,18,0.6339869281045751,0.0002672226937983,97,38.61111111111112,76.05052332999051,0
185,26,0.5384615384615384,0.0002961999215015,175,54.61538461538461,62.74066091893181,0
186,44,0.4978858350951374,0.0004662144739323,471,48.34090909090909,49.89941846164058,0
187,16,0.8583333333333333,0.0002298856815092,103,40.625,79.17455004608489,0
188,48,0.4556737588652482,0.0005108965045625,514,45.66666666666666,48.849826566279184,0
189,7,0.9523809523809524,0.0001430431784423,20,66.57142857142857,115.90002729305378,0
190,4,0.5,0.0001028202674651,3,94.75,145.69209827578158,0
191,3,1.0,7.61960844371223e-05,3,131.33333333333334,152.62226428524627,0
192,5,0.4,0.0001730161370908,4,75.2,136.08732490573837,0
193,5,0.7,0.000157472667017,7,74.8,136.11377593763245,0
194,19,0.8245614035087719,0.0002639598416875,141,37.73684210526316,73.0088978753622,0
195,9,1.0,0.0002169317012418,36,46.888888888888886,106.10628261265464,0
196,13,0.717948717948718,0.0001873951321712,56,52.69230769230769,86.43395399012397,0
197,16,0.7416666666666667,0.0002433386438293,89,40.9375,80.32781955057662,0
198,12,0.4696969696969697,0.0002614245993622,31,53.91666666666666,107.43017758318912,0
199,47,0.4717853839037927,0.0004970049703824,510,46.0,48.2890234653181,0
200,57,0.4342105263157895,0.0005910801200346,693,44.12280701754386,44.92999239574892,0
201,4,1.0,0.0001289754108721,6,92.75,146.79130594146235,0
202,4,0.6666666666666666,0.0001029266304367,4,98.25,143.9242422248594,0
203,57,0.4285714285714285,0.0006010225402459,684,44.35087719298246,44.763115779827615,0
204,22,0.5887445887445888,0.0002962826897902,136,38.13636363636363,68.27903674997279,0
205,2,1.0,8.219518722798913e-05,1,176.0,171.0,0
206,4,0.5,9.39537511359226e-05,3,95.0,145.50429546924036,0
207,3,1.0,7.058161753737582e-05,3,165.66666666666666,128.24542443646436,0
208,7,0.8571428571428571,0.0001092284194908,18,92.57142857142856,104.30019468939116,0
209,1,0.0,5.259142327621832e-05,0,347.0,0.0,0
210,1,0.0,5.259142327621832e-05,0,347.0,0.0,0
211,30,0.6,0.0003288076940162,261,48.13333333333333,58.00904144087272,0
212,18,0.6993464052287581,0.0002143281512827,107,62.72222222222222,72.54026127725788,0
213,39,0.3036437246963562,0.0004452988684942,225,43.43589743589744,55.166784354260486,0
214,17,0.5661764705882353,0.0003403575506892,77,34.88235294117647,78.21530040850755,0
215,1,0.0,5.259142327621832e-05,0,347.0,0.0,0
216,2,1.0,7.316135797264995e-05,1,177.5,169.5,0
217,8,0.8214285714285714,0.000154753172592,23,61.375,109.3034051390898,0
218,9,1.0,0.0002169317012418,36,46.888888888888886,106.10628261265464,0
219,6,0.7333333333333333,0.0001871288407649,11,62.833333333333336,127.09893346873092,0
220,4,1.0,0.0001097649144964,6,99.5,143.12669212973518,0
221,8,0.8571428571428571,0.0001200294587874,24,86.25,101.02938928846396,0
222,11,0.7454545454545455,0.0001597196367977,41,65.27272727272727,90.73046086582842,0
223,27,0.7207977207977208,0.0002889286561887,253,58.51851851851852,58.913225812061846,0
224,28,0.5211640211640212,0.0003157725892356,197,52.785714285714285,59.9883066836822,0
225,10,0.8444444444444444,0.0002356740824566,38,44.7,100.81770677812504,0
226,14,0.8131868131868132,0.0002702688049305,74,40.142857142857146,85.23903963296993,0
227,15,0.5428571428571428,0.0003415898214315,57,33.0,84.00079364704439,0
228,3,1.0,8.191472452896019e-05,3,123.0,158.46766231632245,0
229,6,0.5333333333333333,0.0001138107645755,8,83.0,119.3649864910142,0
230,9,0.2777777777777778,0.0002556803016803,10,46.66666666666666,106.46334789233542,0
231,21,0.4523809523809524,0.0002658392168786,95,52.095238095238095,68.87663558642521,0
232,25,0.62,0.0002807639719424,186,57.16,62.47603060374435,0
233,2,1.0,9.172093610965164e-05,1,174.5,172.5,0
234,2,1.0,6.156088050173824e-05,1,203.0,144.0,0
235,5,0.8,9.539300445966986e-05,8,100.0,125.63120631435488,0
236,37,0.4099099099099099,0.0004103191657983,273,45.37837837837838,54.501847898923295,0
237,7,0.8571428571428571,0.000140514909117,18,69.0,115.21904604460396,0
238,23,0.7154150197628458,0.0002629615278805,181,52.391304347826086,65.29247851378128,0
239,59,0.418468731735827,0.0006249254018258,716,43.76271186440678,44.2524878101961,0
240,3,0.6666666666666666,8.5221027342802e-05,2,125.0,156.9968152543229,0
241,2,1.0,8.584029528609231e-05,1,175.5,171.5,0
242,24,0.5978260869565217,0.000316961229392,165,36.875,65.66728796237388,0
243,8,0.6428571428571429,0.0001928358315029,18,55.5,110.4411608051998,0
244,2,1.0,9.172093610965164e-05,1,174.5,172.5,0
245,5,0.7,0.0001492859868693,7,77.6,134.745092675021,0
246,14,0.5934065934065934,0.0001800852328664,54,66.78571428571429,83.72077619890382,0
247,3,0.6666666666666666,8.422336345097661e-05,2,121.33333333333331,159.61272575274887,0
248,21,0.5047619047619047,0.0002488185997176,106,57.47619047619048,67.69723849444114,0
249,24,0.6268115942028986,0.000321774342928,173,36.75,65.70594214630313,0
250,5,0.8,8.991070265063983e-05,8,109.8,120.01233269960215,0
251,14,0.7802197802197802,0.0002186577290924,71,45.07142857142857,85.57491645646294,0
252,65,0.4033653846153846,0.0006698178549665,839,42.69230769230769,42.25596838205611,0
253,3,0.6666666666666666,0.00010958436029,2,119.66666666666669,160.76760314883785,0
254,17,0.9044117647058824,0.0002402683210084,123,39.94117647058823,76.87535410782932,0
255,2,1.0,8.584029528609231e-05,1,175.5,171.5,0
256,2,1.0,9.172093610965164e-05,1,174.5,172.5,0
257,18,0.5032679738562091,0.0002244658349659,77,54.5,73.84838070894536,0
258,15,0.4857142857142857,0.0001919841945243,51,52.4,80.13471989926298,0
259,8,0.6785714285714286,0.0002373730015265,19,48.375,112.87818378677078,0
260,8,0.3928571428571428,0.0001587527721837,11,67.0,108.14111151638862,0
261,38,0.4751066856330014,0.0004123223841742,334,43.5,53.62970013753672,0
262,4,1.0,0.0001097649144964,6,99.5,143.12669212973518,0
263,7,0.9523809523809524,0.0001746360820079,20,59.142857142857146,117.5784583907742,0
264,5,1.0,0.0001557232119629,10,75.2,135.90496679665537,0
265,27,0.6410256410256411,0.0003001024326202,225,51.81481481481482,61.096182239359,0
266,18,0.8823529411764706,0.0002522370411412,135,38.72222222222222,74.88792036960267,0
267,2,1.0,7.290199927340598e-05,1,182.0,165.0,0
268,11,0.9090909090909092,0.0001449621778096,50,69.0909090909091,88.90899795496163,0
269,6,0.4666666666666667,0.0001363595009711,7,77.16666666666667,122.24213221671522,0
270,4,0.8333333333333334,9.47836517327216e-05,5,119.0,133.96268137059664,0
271,73,0.386986301369863,0.0007457889296014,1017,41.21917808219178,40.27380486406221,0
272,45,0.3535353535353535,0.0005026915251136,350,43.37777777777778,50.16341689978593,0
273,9,1.0,0.0002169317012418,36,46.888888888888886,106.10628261265464,0
274,14,0.5604395604395604,0.0001839124303031,51,57.21428571428572,82.58431066096598,0
275,10,0.8666666666666667,0.0002384926470122,39,42.6,101.47531719585804,0
276,18,0.7516339869281046,0.0002129760795089,115,64.83333333333333,71.41836831889492,0
277,65,0.3466346153846154,0.0007191102550992,721,41.38461538461539,43.1949756008701,0
278,10,0.8,0.0002378284402143,36,44.3,100.96638054322835,0
279,2,1.0,7.048157833547912e-05,1,180.5,166.5,0
280,43,0.4673311184939092,0.0004836864849742,422,47.48837209302326,50.65633048573644,0
281,16,0.7416666666666667,0.0002410441064816,89,43.0,80.44407995620311,0
282,2,1.0,9.172093610965164e-05,1,174.5,172.5,0
283,5,0.6,0.0001062720465397,6,94.4,128.22417868717272,0
284,16,0.7,0.0002427770797616,84,42.0625,80.50269308383416,0
285,47,0.4329324699352451,0.0005108820401712,468,49.08510638297872,50.66990788835336,0
286,2,1.0,8.314465270209088e-05,1,175.0,172.0,0
287,1,0.0,5.259142327621832e-05,0,347.0,0.0,0
288,4,0.8333333333333334,8.052346987960624e-05,5,129.75,125.67293861448454,0
289,4,0.8333333333333334,0.0001076744818467,5,99.0,143.18344876416407,0
290,14,0.8241758241758241,0.0001737107167067,75,73.57142857142857,78.28858180358311,0
291,36,0.3809523809523809,0.0004084713051094,240,44.80555555555556,54.9200527253755,0
292,1,0.0,5.259142327621832e-05,0,347.0,0.0,0
293,3,1.0,0.0001007554804714,3,122.33333333333331,158.9388421864069,0
294,3,0.6666666666666666,7.90610085730714e-05,2,139.33333333333334,148.80486849861092,0
295,10,0.5333333333333333,0.0001406410799775,24,66.3,95.50712015342104,0
296,7,0.9523809523809524,0.0001746360820079,20,59.142857142857146,117.5784583907742,0
297,25,0.72,0.0002753673376623,216,64.12,60.20586017988614,0
298,11,0.9454545454545454,0.0001448753051568,52,72.0,89.18927779014287,0
299,20,0.6842105263157895,0.0002801172459983,130,35.9,71.56458621413249,0
300,7,0.7619047619047619,0.0001238503557203,16,68.0,113.9423413084756,0
301,3,0.6666666666666666,9.758455452199636e-05,2,125.0,157.28318409798297,0
302,20,0.7526315789473684,0.0002731257396115,143,38.6,71.27720533242025,0
303,21,0.580952380952381,0.000251279367701,122,53.90476190476191,68.96300233900766,0
304,55,0.3872053872053872,0.0005761262087429,575,45.69090909090909,47.04615634083492,0
305,2,1.0,6.940001972682072e-05,1,186.5,160.5,0
306,9,1.0,0.0002169317012418,36,46.888888888888886,106.10628261265464,0
307,4,0.6666666666666666,0.0001153270298127,4,100.75,143.0321205184346,0
308,24,0.4746376811594203,0.0002763233517743,131,56.29166666666666,66.81783642029191,0
309,10,1.0,0.0001716312351638,45,48.5,99.545215856916,0
310,13,0.5384615384615384,0.0002748900516265,42,37.46153846153846,89.48537945438169,0
311,7,0.5238095238095238,0.0001138944486896,11,74.85714285714286,112.40034134598469,0
312,26,0.4276923076923077,0.0005120800953935,139,25.692307692307693,64.48301459762588,0
313,37,0.5015015015015015,0.0004092399444667,334,46.86486486486486,54.08110134121749,0
314,13,0.4230769230769231,0.0001724333430201,33,57.0,85.2796305375169,0
315,56,0.3162337662337662,0.0006036352914088,487,43.767857142857146,46.81917764557771,0
316,2,1.0,6.581490012111381e-05,1,180.0,167.0,0
317,7,0.5238095238095238,0.0001189454468768,11,70.28571428571429,113.43180995736638,0
318,11,0.5272727272727272,0.0001468958899178,29,66.63636363636364,89.92852993276256,0
319,8,0.6785714285714286,0.0002288806369282,19,49.875,112.3548369007761,0
320,21,0.4809523809523809,0.0003079052496118,101,33.38095238095238,70.62474690420807,0
321,3,1.0,9.264483661467496e-05,3,125.33333333333331,156.7552940803666,0
322,72,0.2918622848200313,0.0007867992190291,746,38.86111111111112,43.1075224021785,0
323,39,0.4844804318488529,0.0004294328223425,359,48.35897435897436,53.32122643649197,0
324,26,0.3661538461538461,0.0003296617518206,119,51.73076923076923,65.37086959583738,0
325,39,0.601889338731444,0.000411200872372,446,51.48717948717949,51.49452138888513,0
326,19,0.6666666666666666,0.0003573420959917,114,33.05263157894737,74.12256825457237,0
327,4,1.0,0.0001275343277989,6,92.25,147.08224739920178,0
328,9,1.0,0.0002169317012418,36,46.888888888888886,106.10628261265464,0
329,30,0.225287356321839,0.0003988721550833,98,37.7,60.26892510517616,0
330,16,0.825,0.0002273449678342,99,41.875,78.88272545367585,0
331,20,0.5263157894736842,0.0002408747578231,100,55.0,69.91423317179414,0
332,43,0.4208194905869324,0.0004759881107568,380,47.395348837209305,50.5095613950485,0
333,8,0.7857142857142857,0.0001712234624362,22,55.375,110.26778484670852,0
334,28,0.5105820105820106,0.0003178367843185,193,51.25,60.8567551127822,0
335,1,0.0,5.259142327621832e-05,0,347.0,0.0,0
336,3,1.0,7.450715465063965e-05,3,145.33333333333334,143.99614192362546,0
337,9,0.8055555555555556,0.0002045470078776,29,49.22222222222222,105.41639950193051,0
338,7,0.6666666666666666,0.0001125411825368,14,84.0,109.05175704355118,0
339,27,0.2592592592592592,0.0003533708839248,91,39.92592592592592,66.35645935564024,0
340,6,0.7333333333333333,0.0001062415404454,11,78.83333333333333,120.16851593583996,0
341,12,0.7727272727272727,0.000154706023715,51,73.58333333333333,84.15012213630801,0
342,34,0.5775401069518716,0.0003651634117842,324,51.97058823529412,55.07774467493661,0
343,18,0.6339869281045751,0.0003464568491457,97,33.666666666666664,76.16575491795655,0
344,9,0.5,0.0001323554191993,18,71.77777777777777,99.81291140904877,0
345,16,0.65,0.0001983775576708,78,63.4375,76.01148659084362,0
346,27,0.5299145299145299,0.0003633769844623,186,31.96296296296296,62.12680073043057,0
347,7,0.8095238095238095,0.0001242763938543,17,68.28571428571429,114.77520175880989,0
348,229,0.1230368497663372,0.0023480969727805,3212,38.27947598253275,73.9530747457753,1
414,159,0.1351803200382135,0.0018002990470702,1698,41.77358490566038,87.8041649223685,1
428,115,0.2675819984744469,0.0007800171933479,1754,69.67826086956522,116.6406259172452,1
1684,792,0.0447745469869363,0.0063671621383068,14025,37.946969696969695,45.75922069589966,1
1912,755,0.1054859732640047,0.0038769716008844,30025,80.93245033112582,64.42266841146954,1
2814,2,1.0,5.92614826904745e-05,1,402.0,390.0,0
2838,4,1.0,9.41261630068534e-05,6,207.5,337.5214807978893,0
2885,4,1.0,9.14844086337335e-05,6,207.75,337.3709938628394,0
3003,4,1.0,9.41261630068534e-05,6,207.5,337.5214807978893,0
3173,18,0.2156862745098039,0.0001636105386026,33,77.05555555555556,174.7405925689793,0
3290,5,0.8,0.0001021893478509,8,170.8,310.68337580243974,0
353,102,0.3172199572898466,0.000613584320004,1634,70.22549019607843,103.1304054424324,0
363,96,0.3195175438596491,0.0005997187647803,1457,71.95833333333333,106.427001260123,0
