node,degree,clustering,pagerank,triangles,avg_neighbor_degree,std_neighbor_degree
68,9,0.8333333333333334,0.00021487874776333194,30,48.77777777777778,105.48383528376678
69,10,0.6444444444444445,0.0001410081446777761,29,75.0,93.5564001017568
70,2,1.0,7.684630684627396e-05,1,178.0,169.0
71,3,1.0,0.00010148330553096666,3,120.0,160.5262180039967
72,24,0.605072463768116,0.0002733935497308621,167,56.583333333333336,64.06826871045881
73,10,0.5333333333333333,0.00015801614677929968,24,55.5,98.45531981564024
74,1,0.0,5.2591423276218314e-05,0,347.0,0.0
75,14,0.7582417582417582,0.00017600935698758896,69,68.78571428571429,79.87416762045927
76,3,1.0,8.258166400536363e-05,3,140.0,148.75707266098868
77,6,0.6,0.00012062978066488579,9,77.33333333333333,121.65342393683605
78,9,1.0,0.00021693170124186377,36,46.888888888888886,106.10628261265465
79,12,0.9393939393939394,0.00015290410790864953,62,82.75,80.77760106201058
80,23,0.5217391304347826,0.00031475366122911397,132,35.78260869565217,67.00548745973308
81,3,0.6666666666666666,0.00010752780555275151,2,118.33333333333333,161.69999656428226
82,34,0.41711229946524064,0.0003849000964535906,234,42.38235294117647,56.75127088801487
83,7,0.8571428571428571,0.00014051490911703464,18,69.0,115.21904604460397
84,13,0.4230769230769231,0.00019107773185719068,33,53.53846153846154,86.53111079891829
85,14,0.6483516483516484,0.000182837954537027,59,58.07142857142857,82.88155428571744
86,6,1.0,0.00015187043333662333,15,68.33333333333333,124.65106854290858
87,13,0.6410256410256411,0.0001726709411151336,50,62.84615384615385,88.01472442708851
88,20,0.3368421052631579,0.00028441481196072053,64,45.5,72.97225500147299
89,8,0.6785714285714286,0.00022888063692828091,19,49.875,112.3548369007761
90,2,1.0,8.919860362388565e-05,1,175.0,172.0
91,8,0.6785714285714286,0.00023737300152657922,19,48.375,112.87818378677078
92,21,0.7761904761904762,0.00028831153295411636,163,35.523809523809526,69.77284165853199
93,8,0.8571428571428571,0.00018377073837312445,24,54.5,110.68536488623958
94,22,0.6666666666666666,0.00029878104789358967,154,38.77272727272727,68.53063801765921
95,6,0.8666666666666667,0.00018055035893729885,13,63.166666666666664,126.94147820507246
96,9,0.3888888888888889,0.00014618512832270217,14,58.666666666666664,102.54538290706
97,3,0.6666666666666666,0.00010958436029004845,2,119.66666666666667,160.76760314883785
98,49,0.5246598639455783,0.0005003246722658377,617,48.57142857142857,46.40065094546913
99,13,0.6410256410256411,0.0002993734003136998,50,36.53846153846154,89.69402294177293
100,9,0.6111111111111112,0.00017520377701900366,22,54.77777777777778,104.94631196503157
101,19,0.8304093567251462,0.00026633258205467354,142,37.36842105263158,73.14312611248528
102,6,1.0,0.0001536353619686624,15,67.66666666666667,124.97822032480519
103,16,0.55,0.00018812236311743378,66,71.1875,76.08565793728802
104,32,0.6088709677419355,0.00034640792239928187,302,54.34375,56.780063278738076
105,14,0.6703296703296703,0.0001813354264970288,61,64.92857142857143,80.67612878108393
106,8,0.42857142857142855,0.0001275482626354048,12,66.875,106.27962822196923
107,1045,0.049038479165520905,0.006936420955866117,26750,54.985645933014354,53.96428718669799
108,13,0.7948717948717948,0.00020008087943521537,62,47.23076923076923,87.78746523994435
109,37,0.53003003003003,0.00040147225316823187,353,51.432432432432435,53.31068578069125
110,5,1.0,0.000155723211962933,10,75.2,135.90496679665537
111,14,0.5604395604395604,0.0002934993171110268,51,38.07142857142857,85.91812072774728
112,3,1.0,0.00010075548047141475,3,122.33333333333333,158.9388421864069
113,40,0.5371794871794872,0.0004217680378937481,419,51.225,50.97327118206168
114,1,0.0,5.2591423276218314e-05,0,347.0,0.0
115,21,0.5333333333333333,0.0004171974177353141,112,30.142857142857142,71.05952281230802
116,17,0.6617647058823529,0.00032518618611985356,90,35.411764705882355,78.03171212325033
117,6,0.4666666666666667,0.00011250195884281505,7,78.83333333333333,120.92479297296958
118,36,0.5365079365079365,0.00039779999591200874,338,47.47222222222222,54.832819709403516
119,62,0.28714965626652567,0.0007319072593209059,543,37.45161290322581,45.04466508075349
120,4,0.5,8.991381061339179e-05,3,137.0,129.6688088940436
121,12,0.4696969696969697,0.00017194948880466562,31,58.333333333333336,88.88975694020593
122,63,0.38556067588325654,0.000660524079101169,753,43.98412698412698,44.73466468230028
123,18,0.6928104575163399,0.0002085473897771233,106,62.77777777777778,71.17236944797824
124,4,0.5,0.00011232974058162626,3,103.25,141.58102803695132
125,4,0.6666666666666666,7.592166875181042e-05,4,145.0,121.74358299310892
126,7,0.7619047619047619,0.0001273415703148841,16,70.85714285714286,114.50817634116608
127,16,0.7333333333333333,0.00024347720956291596,88,40.75,80.35662698247108
128,28,0.5952380952380952,0.0003067678430282077,225,57.32142857142857,58.76044197260881
129,7,0.9047619047619048,0.00012350917911145407,19,67.28571428571429,114.54345935771563
130,16,0.35833333333333334,0.0002300074101712803,43,50.5,79.21963140535306
131,7,1.0,0.00017343689435242747,21,59.714285714285715,117.29537110062209
132,16,0.4,0.0002084674125014289,48,53.6875,78.54991943821457
133,18,0.5882352941176471,0.00023550237804358028,90,55.44444444444444,73.64420639671847
134,19,0.7076023391812866,0.00021905817390362813,121,63.26315789473684,69.67506697843034
135,10,1.0,0.0001716312351638319,45,48.5,99.545215856916
136,133,0.32137161084529503,0.0006337403250536821,2821,96.84962406015038,78.16297762551808
137,16,0.5333333333333333,0.0003304194027641963,64,34.1875,81.01559938524186
138,2,1.0,7.29339350530321e-05,1,181.5,165.5
139,9,0.9722222222222222,0.00015511284188837794,35,53.111111111111114,103.92459279522977
140,11,0.8909090909090909,0.00022045298382317283,49,48.0,94.63614531456784
141,28,0.5555555555555556,0.0003120021058476483,210,53.464285714285715,59.90974291313866
142,43,0.530454042081949,0.0004508863208061317,479,48.83720930232558,49.87469425566164
143,12,0.6060606060606061,0.00029379905862812603,40,37.416666666666664,93.44379623899894
144,15,0.7047619047619048,0.0002911632908825187,74,38.4,82.6121863488271
145,2,1.0,8.919860362388565e-05,1,175.0,172.0
146,10,0.4666666666666667,0.00014443058241554713,21,72.2,97.80163597813689
147,6,0.9333333333333333,0.00018001867135639642,14,63.5,126.78820923098488
148,20,0.42105263157894735,0.000246266902213844,80,50.9,70.55841551508935
149,14,0.7802197802197802,0.0002717075425301843,71,39.0,85.55449391219277
150,11,0.5636363636363636,0.00019408389327919988,31,50.18181818181818,95.19149903013034
151,7,0.9047619047619048,0.00015376030165803836,19,64.71428571428571,115.34632855103833
152,5,0.7,0.00012492244142269063,7,80.8,133.2627479830729
153,2,1.0,6.212683318297321e-05,1,195.0,152.0
154,2,1.0,7.932370381914374e-05,1,176.5,170.5
155,3,0.6666666666666666,0.00010298408354995632,2,122.33333333333333,158.96610400403674
156,12,0.5303030303030303,0.00016483892073663328,35,68.83333333333333,90.95771300750452
157,3,0.6666666666666666,0.00010600177299096029,2,118.0,161.9279675246579
158,25,0.3566666666666667,0.0002996906273208094,107,48.88,64.15937655557447
159,14,0.6263736263736264,0.0002046728574167513,57,50.285714285714285,84.28644067483603
160,2,1.0,6.9467498708458e-05,1,177.5,169.5
161,25,0.5466666666666666,0.0002798852018135081,164,59.12,62.40469213128127
162,8,0.8571428571428571,0.00016967237746256535,24,58.0,109.33434958877288
163,6,0.5333333333333333,0.00012143853497887508,8,77.5,121.88621743248906
164,3,0.6666666666666666,7.388101008374698e-05,2,138.0,148.19581640518737
165,11,0.6,0.00014915412045219805,33,64.36363636363636,90.7276370916349
166,4,0.6666666666666666,0.00010901413534460111,4,93.75,146.25042734980298
167,7,0.9047619047619048,0.00016890007322119526,19,58.142857142857146,117.96782681420095
168,11,0.6909090909090909,0.00016671442975985684,38,56.63636363636363,93.50378964344681
169,38,0.4395448079658606,0.0004151646984609198,309,51.078947368421055,55.37403038426253
170,46,0.4714975845410628,0.0005074088921908395,488,47.19565217391305,49.740465359100604
171,22,0.21645021645021645,0.000378355466254029,50,109.86363636363636,268.13485336072387
172,41,0.45975609756097563,0.0004407711556279399,377,42.853658536585364,51.289974761208
173,12,0.24242424242424243,0.00022095845526127968,16,66.91666666666667,109.99958964569923
174,4,0.8333333333333334,0.00013034902763874113,5,92.25,147.17570281809427
175,17,0.4264705882352941,0.0003793293986316261,58,32.88235294117647,79.68384761627827
176,14,0.7252747252747253,0.00017618515353876556,66,69.14285714285714,79.61142877650632
177,11,0.7636363636363637,0.0002585099773533988,42,41.0,96.82974749528164
178,13,0.46153846153846156,0.00018869072847033035,36,52.69230769230769,86.7377875379713
179,3,0.6666666666666666,0.00012913236759476578,2,117.0,162.63455967290594
180,20,0.7578947368421053,0.0002767445611013242,144,36.7,71.31626742896742
181,10,0.8666666666666667,0.00023849264701222462,39,42.6,101.47531719585803
182,3,0.6666666666666666,0.00011527130527604326,2,117.66666666666667,162.16315515211488
183,2,1.0,6.368961659823045e-05,1,182.5,164.5
184,18,0.6339869281045751,0.0002672226937983914,97,38.611111111111114,76.05052332999051
185,26,0.5384615384615384,0.0002961999215015276,175,54.61538461538461,62.74066091893181
186,44,0.4978858350951374,0.00046621447393238173,471,48.34090909090909,49.89941846164058
187,16,0.8583333333333333,0.00022988568150929335,103,40.625,79.17455004608489
188,48,0.45567375886524825,0.0005108965045625002,514,45.666666666666664,48.849826566279184
189,7,0.9523809523809523,0.00014304317844236685,20,66.57142857142857,115.90002729305378
190,4,0.5,0.00010282026746515356,3,94.75,145.69209827578158
191,3,1.0,7.61960844371223e-05,3,131.33333333333334,152.62226428524627
192,5,0.4,0.00017301613709081926,4,75.2,136.08732490573837
193,5,0.7,0.0001574726670170539,7,74.8,136.11377593763243
194,19,0.8245614035087719,0.0002639598416875759,141,37.73684210526316,73.0088978753622
195,9,1.0,0.00021693170124186377,36,46.888888888888886,106.10628261265465
196,13,0.717948717948718,0.0001873951321712373,56,52.69230769230769,86.43395399012397
197,16,0.7416666666666667,0.00024333864382939508,89,40.9375,80.32781955057662
198,12,0.4696969696969697,0.0002614245993622164,31,53.916666666666664,107.43017758318913
199,47,0.47178538390379277,0.0004970049703824462,510,46.0,48.2890234653181
200,57,0.4342105263157895,0.0005910801200346582,693,44.12280701754386,44.92999239574892
201,4,1.0,0.00012897541087218095,6,92.75,146.79130594146235
202,4,0.6666666666666666,0.00010292663043672868,4,98.25,143.9242422248594
203,57,0.42857142857142855,0.0006010225402459133,684,44.35087719298246,44.763115779827615
204,22,0.5887445887445888,0.0002962826897902639,136,38.13636363636363,68.27903674997279
205,2,1.0,8.219518722798913e-05,1,176.0,171.0
206,4,0.5,9.395375113592259e-05,3,95.0,145.50429546924036
207,3,1.0,7.058161753737582e-05,3,165.66666666666666,128.24542443646436
208,7,0.8571428571428571,0.00010922841949088753,18,92.57142857142857,104.30019468939116
209,1,0.0,5.2591423276218314e-05,0,347.0,0.0
210,1,0.0,5.2591423276218314e-05,0,347.0,0.0
211,30,0.6,0.00032880769401620797,261,48.13333333333333,58.00904144087272
212,18,0.6993464052287581,0.00021432815128277834,107,62.72222222222222,72.54026127725788
213,39,0.30364372469635625,0.00044529886849428447,225,43.43589743589744,55.166784354260486
214,17,0.5661764705882353,0.0003403575506892807,77,34.88235294117647,78.21530040850755
215,1,0.0,5.2591423276218314e-05,0,347.0,0.0
216,2,1.0,7.316135797264995e-05,1,177.5,169.5
217,8,0.8214285714285714,0.00015475317259206118,23,61.375,109.30340513908979
218,9,1.0,0.00021693170124186377,36,46.888888888888886,106.10628261265465
219,6,0.7333333333333333,0.0001871288407649585,11,62.833333333333336,127.09893346873092
220,4,1.0,0.00010976491449644481,6,99.5,143.12669212973518
221,8,0.8571428571428571,0.00012002945878746593,24,86.25,101.02938928846397
222,11,0.7454545454545455,0.0001597196367977622,41,65.27272727272727,90.73046086582842
223,27,0.7207977207977208,0.0002889286561887119,253,58.51851851851852,58.913225812061846
224,28,0.5211640211640212,0.00031577258923565563,197,52.785714285714285,59.9883066836822
225,10,0.8444444444444444,0.0002356740824566413,38,44.7,100.81770677812504
226,14,0.8131868131868132,0.0002702688049305354,74,40.142857142857146,85.23903963296993
227,15,0.5428571428571428,0.00034158982143158703,57,33.0,84.00079364704439
228,3,1.0,8.191472452896019e-05,3,123.0,158.46766231632245
229,6,0.5333333333333333,0.00011381076457556984,8,83.0,119.36498649101419
230,9,0.2777777777777778,0.00025568030168036726,10,46.666666666666664,106.46334789233542
231,21,0.4523809523809524,0.00026583921687860527,95,52.095238095238095,68.87663558642521
232,25,0.62,0.0002807639719424711,186,57.16,62.47603060374435
233,2,1.0,9.172093610965165e-05,1,174.5,172.5
234,2,1.0,6.156088050173824e-05,1,203.0,144.0
235,5,0.8,9.539300445966986e-05,8,100.0,125.63120631435488
236,37,0.4099099099099099,0.00041031916579837934,273,45.37837837837838,54.501847898923295
237,7,0.8571428571428571,0.00014051490911703464,18,69.0,115.21904604460397
238,23,0.7154150197628458,0.0002629615278805077,181,52.391304347826086,65.29247851378128
239,59,0.418468731735827,0.0006249254018258981,716,43.76271186440678,44.2524878101961
240,3,0.6666666666666666,8.5221027342802e-05,2,125.0,156.9968152543229
241,2,1.0,8.584029528609231e-05,1,175.5,171.5
242,24,0.5978260869565217,0.00031696122939207466,165,36.875,65.66728796237388
243,8,0.6428571428571429,0.00019283583150295113,18,55.5,110.4411608051998
244,2,1.0,9.172093610965165e-05,1,174.5,172.5
245,5,0.7,0.0001492859868693686,7,77.6,134.745092675021
246,14,0.5934065934065934,0.00018008523286646146,54,66.78571428571429,83.72077619890382
247,3,0.6666666666666666,8.422336345097661e-05,2,121.33333333333333,159.61272575274887
248,21,0.5047619047619047,0.0002488185997176479,106,57.476190476190474,67.69723849444114
249,24,0.6268115942028986,0.00032177434292800835,173,36.75,65.70594214630313
250,5,0.8,8.991070265063983e-05,8,109.8,120.01233269960215
251,14,0.7802197802197802,0.00021865772909244487,71,45.07142857142857,85.57491645646294
252,65,0.4033653846153846,0.000669817854966544,839,42.69230769230769,42.25596838205611
253,3,0.6666666666666666,0.00010958436029004845,2,119.66666666666667,160.76760314883785
254,17,0.9044117647058824,0.00024026832100846923,123,39.94117647058823,76.87535410782932
255,2,1.0,8.584029528609231e-05,1,175.5,171.5
256,2,1.0,9.172093610965165e-05,1,174.5,172.5
257,18,0.5032679738562091,0.00022446583496597443,77,54.5,73.84838070894536
258,15,0.4857142857142857,0.00019198419452430546,51,52.4,80.13471989926298
259,8,0.6785714285714286,0.00023737300152657922,19,48.375,112.87818378677078
260,8,0.39285714285714285,0.00015875277218372559,11,67.0,108.14111151638862
261,38,0.4751066856330014,0.0004123223841742483,334,43.5,53.629700137536716
262,4,1.0,0.00010976491449644481,6,99.5,143.12669212973518
263,7,0.9523809523809523,0.00017463608200791601,20,59.142857142857146,117.5784583907742
264,5,1.0,0.000155723211962933,10,75.2,135.90496679665537
265,27,0.6410256410256411,0.00030010243262024953,225,51.81481481481482,61.096182239358996
266,18,0.8823529411764706,0.0002522370411412988,135,38.72222222222222,74.88792036960267
267,2,1.0,7.290199927340598e-05,1,182.0,165.0
268,11,0.9090909090909091,0.0001449621778096831,50,69.0909090909091,88.90899795496163
269,6,0.4666666666666667,0.00013635950097119323,7,77.16666666666667,122.24213221671522
270,4,0.8333333333333334,9.478365173272161e-05,5,119.0,133.96268137059664
271,73,0.386986301369863,0.0007457889296014826,1017,41.21917808219178,40.27380486406221
272,45,0.35353535353535354,0.0005026915251136312,350,43.37777777777778,50.16341689978593
273,9,1.0,0.00021693170124186377,36,46.888888888888886,106.10628261265465
274,14,0.5604395604395604,0.00018391243030319894,51,57.214285714285715,82.58431066096598
275,10,0.8666666666666667,0.00023849264701222462,39,42.6,101.47531719585803
276,18,0.7516339869281046,0.0002129760795089638,115,64.83333333333333,71.41836831889492
277,65,0.3466346153846154,0.0007191102550992674,721,41.38461538461539,43.1949756008701
278,10,0.8,0.00023782844021431936,36,44.3,100.96638054322835
279,2,1.0,7.048157833547912e-05,1,180.5,166.5
280,43,0.4673311184939092,0.0004836864849742454,422,47.48837209302326,50.65633048573644
281,16,0.7416666666666667,0.00024104410648168712,89,43.0,80.44407995620311
282,2,1.0,9.172093610965165e-05,1,174.5,172.5
283,5,0.6,0.00010627204653971693,6,94.4,128.22417868717272
284,16,0.7,0.00024277707976167883,84,42.0625,80.50269308383416
285,47,0.43293246993524515,0.000510882040171271,468,49.08510638297872,50.66990788835336
286,2,1.0,8.314465270209088e-05,1,175.0,172.0
287,1,0.0,5.2591423276218314e-05,0,347.0,0.0
288,4,0.8333333333333334,8.052346987960624e-05,5,129.75,125.67293861448454
289,4,0.8333333333333334,0.00010767448184671684,5,99.0,143.18344876416407
290,14,0.8241758241758241,0.0001737107167067809,75,73.57142857142857,78.28858180358311
291,36,0.38095238095238093,0.0004084713051094272,240,44.80555555555556,54.9200527253755
292,1,0.0,5.2591423276218314e-05,0,347.0,0.0
293,3,1.0,0.00010075548047141475,3,122.33333333333333,158.9388421864069
294,3,0.6666666666666666,7.90610085730714e-05,2,139.33333333333334,148.80486849861092
295,10,0.5333333333333333,0.0001406410799775113,24,66.3,95.50712015342103
296,7,0.9523809523809523,0.00017463608200791601,20,59.142857142857146,117.5784583907742
297,25,0.72,0.0002753673376623998,216,64.12,60.20586017988614
298,11,0.9454545454545454,0.00014487530515684444,52,72.0,89.18927779014287
299,20,0.6842105263157895,0.000280117245998315,130,35.9,71.56458621413249
300,7,0.7619047619047619,0.00012385035572036357,16,68.0,113.94234130847559
301,3,0.6666666666666666,9.758455452199637e-05,2,125.0,157.28318409798297
302,20,0.7526315789473684,0.0002731257396115444,143,38.6,71.27720533242025
303,21,0.580952380952381,0.00025127936770103176,122,53.904761904761905,68.96300233900766
304,55,0.3872053872053872,0.0005761262087429728,575,45.69090909090909,47.04615634083492
305,2,1.0,6.940001972682072e-05,1,186.5,160.5
306,9,1.0,0.00021693170124186377,36,46.888888888888886,106.10628261265465
307,4,0.6666666666666666,0.0001153270298127361,4,100.75,143.0321205184346
308,24,0.4746376811594203,0.0002763233517743509,131,56.291666666666664,66.81783642029191
309,10,1.0,0.00017163123516383193,45,48.5,99.545215856916
310,13,0.5384615384615384,0.00027489005162653965,42,37.46153846153846,89.48537945438169
311,7,0.5238095238095238,0.00011389444868967978,11,74.85714285714286,112.40034134598469
312,26,0.4276923076923077,0.0005120800953935762,139,25.692307692307693,64.48301459762588
313,37,0.5015015015015015,0.00040923994446675024,334,46.86486486486486,54.08110134121749
314,13,0.4230769230769231,0.0001724333430201253,33,57.0,85.2796305375169
315,56,0.31623376623376626,0.0006036352914088951,487,43.767857142857146,46.81917764557771
316,2,1.0,6.581490012111381e-05,1,180.0,167.0
317,7,0.5238095238095238,0.00011894544687680498,11,70.28571428571429,113.43180995736638
318,11,0.5272727272727272,0.00014689588991789368,29,66.63636363636364,89.92852993276256
319,8,0.6785714285714286,0.00022888063692828091,19,49.875,112.3548369007761
320,21,0.48095238095238096,0.00030790524961180586,101,33.38095238095238,70.62474690420807
321,3,1.0,9.264483661467496e-05,3,125.33333333333333,156.7552940803666
322,72,0.2918622848200313,0.0007867992190291398,746,38.861111111111114,43.1075224021785
323,39,0.4844804318488529,0.0004294328223425148,359,48.35897435897436,53.32122643649197
324,26,0.36615384615384616,0.00032966175182066874,119,51.73076923076923,65.37086959583738
325,39,0.601889338731444,0.00041120087237201563,446,51.48717948717949,51.49452138888513
326,19,0.6666666666666666,0.0003573420959917145,114,33.05263157894737,74.12256825457237
327,4,1.0,0.0001275343277989076,6,92.25,147.08224739920178
328,9,1.0,0.00021693170124186377,36,46.888888888888886,106.10628261265465
329,30,0.22528735632183908,0.0003988721550833795,98,37.7,60.26892510517616
330,16,0.825,0.0002273449678342629,99,41.875,78.88272545367585
331,20,0.5263157894736842,0.0002408747578231589,100,55.0,69.91423317179414
332,43,0.42081949058693247,0.000475988110756862,380,47.395348837209305,50.5095613950485
333,8,0.7857142857142857,0.00017122346243625506,22,55.375,110.26778484670851
334,28,0.5105820105820106,0.00031783678431852375,193,51.25,60.8567551127822
335,1,0.0,5.2591423276218314e-05,0,347.0,0.0
336,3,1.0,7.450715465063965e-05,3,145.33333333333334,143.99614192362546
337,9,0.8055555555555556,0.00020454700787763107,29,49.22222222222222,105.41639950193053
338,7,0.6666666666666666,0.00011254118253680223,14,84.0,109.05175704355118
339,27,0.25925925925925924,0.00035337088392488884,91,39.925925925925924,66.35645935564024
340,6,0.7333333333333333,0.0001062415404454761,11,78.83333333333333,120.16851593583995
341,12,0.7727272727272727,0.00015470602371500742,51,73.58333333333333,84.15012213630801
342,34,0.5775401069518716,0.00036516341178426446,324,51.970588235294116,55.07774467493661
343,18,0.6339869281045751,0.0003464568491457384,97,33.666666666666664,76.16575491795655
344,9,0.5,0.0001323554191993793,18,71.77777777777777,99.81291140904877
345,16,0.65,0.00019837755767087979,78,63.4375,76.01148659084362
346,27,0.5299145299145299,0.00036337698446235137,186,31.962962962962962,62.12680073043057
347,7,0.8095238095238095,0.0001242763938543728,17,68.28571428571429,114.77520175880987
348,229,0.12303684976633725,0.002348096972780577,3212,38.27947598253275,73.9530747457753
414,159,0.1351803200382135,0.001800299047070226,1698,41.77358490566038,87.8041649223685
428,115,0.26758199847444697,0.0007800171933479687,1754,69.67826086956522,116.64062591724519
1684,792,0.044774546986936364,0.006367162138306824,14025,37.946969696969695,45.75922069589966
1912,755,0.10548597326400477,0.003876971600884498,30025,80.93245033112582,64.42266841146954
2814,2,1.0,5.92614826904745e-05,1,402.0,390.0
2838,4,1.0,9.412616300685339e-05,6,207.5,337.52148079788935
2885,4,1.0,9.14844086337335e-05,6,207.75,337.3709938628394
3003,4,1.0,9.412616300685339e-05,6,207.5,337.52148079788935
3173,18,0.21568627450980393,0.00016361053860261036,33,77.05555555555556,174.7405925689793
3290,5,0.8,0.0001021893478509302,8,170.8,310.68337580243974
353,102,0.31721995728984664,0.0006135843200040693,1634,70.22549019607843,103.1304054424324
363,96,0.31951754385964914,0.0005997187647803384,1457,71.95833333333333,106.427001260123
366,97,0.33526632302405496,0.0005863987491589503,1561,70.9381443298969,105.65737413904696
376,133,0.2631578947368421,0.0009014073664792465,2310,60.03007518796993,93.04053121552202
389,48,0.2845744680851064,0.00039827343975295767,321,58.916666666666664,147.81052529806155
420,34,0.4919786096256685,0.00023766626442727468,276,100.41176470588235,170.9718101372027
475,122,0.2750304836742989,0.0007853586142469625,2030,64.08196721311475,95.7407351305764
483,231,0.1616412572934312,0.0012974283300616095,4294,59.62337662337662,71.73213260089841
484,107,0.2671486510315641,0.0006189037515495884,1515,72.57943925233644,102.23118727678953
517,104,0.3525018670649739,0.0006354935542122408,1888,70.10576923076923,102.23332272017906
526,98,0.2457395329265727,0.0004640796734963514,1168,95.25510204081633,108.8402040837373
538,87,0.3322641005078856,0.0005315028252191574,1243,69.58620689655173,111.39579964058964
